company,company_link,job_link,job_title,location,new_offer,rating
SWIZZYLAB,,https://it.indeed.com/rc/clk?jk=55e0ddbdb2f50783&fccid=0fdff80ba26c1a27&vjs=3,PROJECT MANAGER,"Roma, Lazio",,
Poste Italiane,https://it.indeed.com/cmp/Poste-Italiane,https://it.indeed.com/rc/clk?jk=634730d9162f58c1&fccid=d758eeeef1d6362e&vjs=3,CONTRACT MANAGEMENT – AMBITO IT,"Roma, Lazio",True,3.8
Afea,,https://it.indeed.com/rc/clk?jk=d04f67e822e16943&fccid=0b009d57237af6f0&vjs=3,PROJECT MANAGER SANITÀ,"Roma, Lazio",,
Afea,,https://it.indeed.com/rc/clk?jk=d04f67e822e16943&fccid=0b009d57237af6f0&vjs=3,PROJECT MANAGER SANITÀ,"Roma, Lazio",,
Bureau Veritas,https://it.indeed.com/cmp/Bureau-Veritas,https://it.indeed.com/rc/clk?jk=3730800c26dba899&fccid=fdd8787d3dc18c3e&vjs=3,PROJECT HSE MANAGER,"Da remoto in Roma, Lazio",True,3.7
Tempi Moderni Spa,https://it.indeed.com/cmp/Tempi-Moderni-Spa,https://it.indeed.com/rc/clk?jk=513c9a32392a7fa7&fccid=347759b4fd857467&vjs=3,RESPONSABILE DI COMMESSA - PROJECT MANAGER (SETTORE EDILIZIA),"Roma, Lazio",,3.2
Atos,https://it.indeed.com/cmp/Atos,https://it.indeed.com/rc/clk?jk=bbf89bd58536a7d4&fccid=ee6a99db163236c2&vjs=3,SENIOR PROJECT MANAGER,"Roma, Lazio",,3.5
Associazione Effebi,,https://it.indeed.com/company/Associazione-Effebi/jobs/European-Project-Manager-fb852cd597722912?fccid=51c08538d2767267&vjs=3,European Project Manager,00135 Roma,,
Hitachi Rail STS S.p.A.,https://it.indeed.com/cmp/Hitachi-Rail,https://it.indeed.com/rc/clk?jk=a8de8ede451faa48&fccid=b727a0823ada2316&vjs=3,Project Manager,80147 Napoli,,3.4
GSP Italia,,https://it.indeed.com/company/GSP-Italia/jobs/Project-Manager-Senior-35e5ae8be8ca2901?fccid=11c488bfd820c88f&vjs=3,Project Manager senior su Roma,"Roma, Lazio",,
SGS,https://it.indeed.com/cmp/Sgs-1,https://it.indeed.com/rc/clk?jk=cf11e1b32c2643bc&fccid=97b09f9ddc8a3d6c&vjs=3,PMC Contract Manager (freelance),00189 Roma,,3.6
Altitudo,https://it.indeed.com/cmp/Altitudo,https://it.indeed.com/rc/clk?jk=e07940fcef082662&fccid=8ca2c5351d903003&vjs=3,Senior IT Project Manager,"Da remoto in Roma, Lazio",,3.5
Adecco Italia,https://it.indeed.com/cmp/Adecco,https://it.indeed.com/rc/clk?jk=4ee737bd0050f68b&fccid=fa101182bd51b2ce&vjs=3,Project Manager,"Roma, Lazio",,3.8
Manpower Srl,,https://it.indeed.com/company/Manpower-Srl/jobs/Project-Assurance-Manager-46e22cbea8fc333a?fccid=a30277acb1bed290&vjs=3,Project Assurance Manager,"Roma, Lazio",True,
Fendi,https://it.indeed.com/cmp/Fendi,https://it.indeed.com/rc/clk?jk=50a67bcd85054008&fccid=8755bb18f21009cf&vjs=3,Omnichannel Client Experience Manager,"Roma, Lazio",True,4.0
Abbvie,https://it.indeed.com/cmp/Abbvie,https://it.indeed.com/rc/clk?jk=c583b77f18d387ed&fccid=a3b51ece17c02aae&vjs=3,Product Manager Allergan Aesthetics,"Roma, Lazio",True,4.0
Hitachi Energy,,https://it.indeed.com/rc/clk?jk=6ee69682cf624505&fccid=8774bcbf6844c59c&vjs=3,Project Manager - BESS Projects,"Genova, Liguria",True,
KT - Kinetics Technology,,https://it.indeed.com/rc/clk?jk=8133706a82e09a3a&fccid=ad251f1f5280018d&vjs=3,Layout & Piping Project Leader,"Roma, Lazio",,
Philip Morris International,https://it.indeed.com/cmp/Philip-Morris-International,https://it.indeed.com/rc/clk?jk=a9eb152355163c6d&fccid=4141256365dbb7d7&vjs=3,"Manager IT Consumer Rome, Italy Information Technology","Roma, Lazio",,4.2
KT - Kinetics Technology,,https://it.indeed.com/rc/clk?jk=2b269db1b0e1a715&fccid=ad251f1f5280018d&vjs=3,ELECTRICAL PROJECT LEADER,"Roma, Lazio",,
Bulgari S.P.A,https://it.indeed.com/cmp/Bulgari,https://it.indeed.com/rc/clk?jk=08e17a107e01aff0&fccid=2fc08396f8948a3a&vjs=3,CORPORATE SALES TRAINING SENIOR MANAGER,"Roma, Lazio",,4.0
Kibernetes,https://it.indeed.com/cmp/Kibernetes,https://it.indeed.com/rc/clk?jk=0cc1ff5ba4fc818e&fccid=4b4ccde7cdcfdeaa&vjs=3,Software Project Manager area IT,"Roma, Lazio",,4.3
Liz Italiana,,https://it.indeed.com/rc/clk?jk=0bc71b915993c0fe&fccid=e0d9ebefcad44448&vjs=3,Refractory project/site Manager,"Genova, Liguria",,
KT - Kinetics Technology,,https://it.indeed.com/rc/clk?jk=45d152d15f985195&fccid=ad251f1f5280018d&vjs=3,MATERIAL BUYER,"Roma, Lazio",,
Dol,,https://it.indeed.com/rc/clk?jk=b94f881b4cc17864&fccid=0db08130247aa820&vjs=3,Project manager,"Roma, Lazio",,
Red Bull,https://it.indeed.com/cmp/Red-Bull,https://it.indeed.com/rc/clk?jk=2d57e42651b283f5&fccid=8ea54e852901f8b5&vjs=3,Scuderia AlphaTauri - Composite Project Manager,"Faenza, Emilia-Romagna",,4.0
ATS Automation Tooling Systems Inc.,,https://it.indeed.com/rc/clk?jk=7d627257986bb897&fccid=c24b48f7054267a0&vjs=3,Project Manager,48014 Castel Bolognese,,
"Hill International, Inc",,https://it.indeed.com/rc/clk?jk=920ee705436a1fce&fccid=984f425852681b31&vjs=3,Contracts Manager,"Roma, Lazio",,
Schneider Electric,https://it.indeed.com/cmp/Volt,https://it.indeed.com/rc/clk?jk=6ef4c0b0dcc0b2bb&fccid=86c0b4fa6c1398be&vjs=3,Project Engineer Building Automation,"Roma, Lazio",,3.7
Techedge,https://it.indeed.com/cmp/Techedge,https://it.indeed.com/rc/clk?jk=83d61bd8098898fd&fccid=54fe517ceaeff836&vjs=3,Project Manager,"Da remoto in Roma, Lazio",,3.2
Adami & Associati,,https://it.indeed.com/rc/clk?jk=0aaf51eece5e961a&fccid=16c6c7c76dceb5f1&vjs=3,PROJECT MANAGER,"Roma, Lazio",,
Thales Group,https://it.indeed.com/cmp/Thales,https://it.indeed.com/rc/clk?jk=5897e760162b6e1b&fccid=b920aab5fd60595d&vjs=3,Supply Chain Quality Manager,"Roma, Lazio",,3.9
Accenture,https://it.indeed.com/cmp/Accenture,https://it.indeed.com/rc/clk?jk=fc41eec60ec8a4e7&fccid=a4e4e2eaf26690c9&vjs=3,Supply Chain Strategy Senior Manager,"Roma, Lazio",,4.0
Accenture,https://it.indeed.com/cmp/Accenture,https://it.indeed.com/rc/clk?jk=fc41eec60ec8a4e7&fccid=a4e4e2eaf26690c9&vjs=3,Supply Chain Strategy Senior Manager,"Roma, Lazio",,4.0
Thales Group,https://it.indeed.com/cmp/Thales,https://it.indeed.com/rc/clk?jk=7949f6599c1f6607&fccid=b920aab5fd60595d&vjs=3,Project Manager,"Da remoto in Firenze, Toscana",True,3.9
Baker Hughes,https://it.indeed.com/cmp/Baker-Hughes-Incorporated,https://it.indeed.com/rc/clk?jk=c0a60380649436fc&fccid=f4c6ba597fc7aa75&vjs=3,"Senior Project Manager, BHC3.ai (Artificial Intelligence)","Roma, Lazio",,4.0
KPMG,https://it.indeed.com/cmp/Kpmg-0828bc85,https://it.indeed.com/rc/clk?jk=134449097278b18f&fccid=2dd390c3a48a7ed0&vjs=3,Customer&Operations Assistant Manager,"Roma, Lazio",,3.9
MAS Management Network,,https://it.indeed.com/company/MAS-Management-Network/jobs/Junior-Project-Manager-Telecomunicazioni-51aaab7a9c076090?fccid=8a0a226ea6106750&vjs=3,Junior Project Manager settore Telecomunicazioni,"Da remoto in Milano, Lombardia",,
QUASAR SRL,,https://it.indeed.com/company/Quasar-srl/jobs/Buyer-Oil-Gas-13e51ecbc8c7647c?fccid=ef584ccacca922e1&vjs=3,Buyer oil & gas,00148 Roma,True,
Hunters Group,,https://it.indeed.com/rc/clk?jk=c29bc01f3d9453aa&fccid=04799ab2170ae88f&vjs=3,Project Manager,"Roma, Lazio",True,
MANPOWER,https://it.indeed.com/cmp/Manpower,https://it.indeed.com/company/Manpower/jobs/Assistente-Project-Manager-1623e25f161e34fd?fccid=1a17983a910f73d8&vjs=3,Assistente Project Manager- Guidonia Montecelio,"Guidonia Montecelio, Lazio",,3.8
Alpenite,,https://it.indeed.com/rc/clk?jk=c98bec9ed99eb055&fccid=abf30f081dc8fba5&vjs=3,Tech Business Strategy Leader,"Da remoto in Roma, Lazio",,
SAVE THE CHILDREN,https://it.indeed.com/cmp/Save-the-Children,https://it.indeed.com/rc/clk?jk=6539a69c70cd062c&fccid=bc17c558fb00df58&vjs=3,Web Project Manager,"Roma, Lazio",,4.1
Dow Jones,,https://it.indeed.com/rc/clk?jk=0c771fe638fa60c1&fccid=d2621f51dde471d3&vjs=3,"Sr Development Project Manager, OPIS","Da remoto in Roma, Lazio",,
KT - Kinetics Technology,,https://it.indeed.com/rc/clk?jk=93d5b0e6761c88c8&fccid=ad251f1f5280018d&vjs=3,Inspection Engineer,"Roma, Lazio",,
Young Digitals,,https://it.indeed.com/rc/clk?jk=08ce2c19a5b43c9e&fccid=d9c058aa09b138f0&vjs=3,Project Manager,"Padova, Veneto",,
Gruppo SCAI,https://it.indeed.com/cmp/Gruppo-Scai,https://it.indeed.com/rc/clk?jk=2b949ba6f96d5769&fccid=8d6041b6cd79f186&vjs=3,Cyber Security Project Manager,00120 Roma,,2.2
AXL Spa - Agenzia per il lavoro,https://it.indeed.com/cmp/Axl-S.p.a.,https://it.indeed.com/rc/clk?jk=7984846f7e1176e5&fccid=021f7c1833b72f6b&vjs=3,PROJECT MANAGER - RESPONSABILE UFFICIO TECNICO,"Forlì, Emilia-Romagna",True,2.6
Bulgari S.P.A,https://it.indeed.com/cmp/Bulgari,https://it.indeed.com/rc/clk?jk=8bbaa8273d439f91&fccid=2fc08396f8948a3a&vjs=3,Ethics & Compliance Manager,"Roma, Lazio",,4.0
"Hill International, Inc",,https://it.indeed.com/rc/clk?jk=2f7d653e3fdfc255&fccid=984f425852681b31&vjs=3,Risk Manager,"Roma, Lazio",,
Business Competence S.r.l.,,https://it.indeed.com/rc/clk?jk=5deebcc2b17364eb&fccid=3429120fccc981f7&vjs=3,Project Manager ambito Banking,,,
Samso spa,,https://it.indeed.com/company/Samso-spa/jobs/Project-Manager-7a2a1a81a453a577?fccid=b6365968cbd2bb66&vjs=3,Project Manager,35129 Padova,,
Siram S.p.A.,,https://it.indeed.com/company/Siram-SpA/jobs/Ingegneri-Esperienza-Ambito-Energetico-4293ee4d2e6815ca?fccid=4aff2eb3d06a190a&vjs=3,Ingegneri con esperienza in ambito energetico,"Trieste, Lazio",,
Cmed,,https://it.indeed.com/rc/clk?jk=549fc71228e4f841&fccid=0b51238b0698b871&vjs=3,"Project Manager, CRO Services, Italy","Da remoto in Roma, Lazio",,
STC Power,https://it.indeed.com/cmp/Stc-Power,https://it.indeed.com/rc/clk?jk=194013e47f8d012e&fccid=562b6f5697224612&vjs=3,Project Engineer Manager,"Forlì, Emilia-Romagna",True,4.0
Innovative Management Services s.r.l.,,https://it.indeed.com/rc/clk?jk=b8e6235abb456f53&fccid=fae0331c286d91e8&vjs=3,Project Manager - Efficientamento Energetico / Edilizia,"Provincia di Roma, Lazio",,
Log.it Srl,https://it.indeed.com/cmp/Logit,https://it.indeed.com/rc/clk?jk=eba69743a0d6c508&fccid=0d17adef67ee7d5c&vjs=3,Project Manager Assistant Networking Junior,"Roma, Lazio",,3.5
STMicroelectronics,https://it.indeed.com/cmp/Stmicroelectronics,https://it.indeed.com/rc/clk?jk=b6aa875e9bcda893&fccid=ad65d09ba600d810&vjs=3,Project Manager/PMO M/F,"Catania, Sicilia",True,4.1
European Food Safety Authority (EFSA),https://it.indeed.com/cmp/European-Food-Safety-Authority-(efsa),https://it.indeed.com/rc/clk?jk=df97350e0066d730&fccid=e52de4bb35ac867e&vjs=3,Service Continuity Manager,"Da remoto in Parma, Emilia-Romagna",,4.0
Toluna,,https://it.indeed.com/rc/clk?jk=4a2eaa2d3da89b51&fccid=090709c1ad80aa55&vjs=3,Project Manager with English,,,
Linical Europe,,https://it.indeed.com/rc/clk?jk=4cec5a34af5256c5&fccid=a49f28475f50b1d6&vjs=3,"Senior Project Manager, EU",Da remoto in 00185 Roma,,
Hitachi Energy,,https://it.indeed.com/rc/clk?jk=9d0ca81e56e3d6d7&fccid=8774bcbf6844c59c&vjs=3,Intern assistant to Project Manager,"Genova, Liguria",,
Procter & Gamble,https://it.indeed.com/cmp/Procter-&-Gamble,https://it.indeed.com/rc/clk?jk=ee8803904bb5e114&fccid=2da0dedf6df97194&vjs=3,"Product Supply: Supply Chain, Customer Service Planning, Logistics and Distribution - Internship (M/F)","Roma, Lazio",,4.1
Procter & Gamble,https://it.indeed.com/cmp/Procter-&-Gamble,https://it.indeed.com/rc/clk?jk=ee8803904bb5e114&fccid=2da0dedf6df97194&vjs=3,"Product Supply: Supply Chain, Customer Service Planning, Logistics and Distribution - Internship (M/F)","Roma, Lazio",,4.1
Ospedale San Raffaele srl,https://it.indeed.com/cmp/Ospedale-SAN-Raffaele,https://it.indeed.com/rc/clk?jk=8a159aa5a2d1ec4f&fccid=8c1f37ca02f707a6&vjs=3,Project Manager of Research Position,"Da remoto in Milano, Lombardia",True,3.9
JSB SOLUTIONS S.R.L,,https://it.indeed.com/rc/clk?jk=e3a3eae48d6b87c6&fccid=6c4545cf7c0332cc&vjs=3,Regulatory Affairs Project Manager,"Da remoto in Parma, Emilia-Romagna",,
Mywood srl,,https://it.indeed.com/company/Mywood-srl/jobs/Senior-Project-Manager-fc94f9c1423058d5?fccid=a6ec2f2493d5c483&vjs=3,Senior Project Manager,45100 Rovigo,True,
World Food Programme,https://it.indeed.com/cmp/World-Food-Programme,https://it.indeed.com/rc/clk?jk=446993e3911a4e2c&fccid=9f1f377f38839693&vjs=3,Test Lead for Workday project,"Roma, Lazio",,4.2
FREE NOW,,https://it.indeed.com/rc/clk?jk=4775542ab89ec741&fccid=07b8d34e6d6b631d&vjs=3,Senior Project Manager - Key Account Strategy & Performance,"Da remoto in Roma, Lazio",,
azienda/studio: Free Energia S.p.A.,,https://it.indeed.com/rc/clk?jk=0bf91c8871f21068&fccid=dd616958bd9ddc12&vjs=3,Junior Project Manager (RM),"Roma, Lazio",,
AstraZeneca,https://it.indeed.com/cmp/Astrazeneca,https://it.indeed.com/rc/clk?jk=dbecbdf1846c8972&fccid=003656df63cede32&vjs=3,Brand Manager Respiratory,20157 Milano,True,4.1
KT - Kinetics Technology,,https://it.indeed.com/rc/clk?jk=b9ca2ac2c103bd8f&fccid=ad251f1f5280018d&vjs=3,PLANNING ENGINEER,"Roma, Lazio",,
Westpole SPA,,https://it.indeed.com/rc/clk?jk=951993daec181c72&fccid=e795cc5723bc9c15&vjs=3,Project Manager,Da remoto in 00146 Roma,,
McKinsey & Company,https://it.indeed.com/cmp/Mckinsey-&-Company,https://it.indeed.com/rc/clk?jk=d2a88ef5395639de&fccid=6576e7250aa78c3c&vjs=3,Project Manager - Public Sector & Healthcare - Delivery Assurance,"Milano, Lombardia",True,4.3
Mindray,https://it.indeed.com/cmp/Mindray,https://it.indeed.com/rc/clk?jk=912f0c2a24f3708b&fccid=2922f5f7497b2770&vjs=3,Field Service Engineer - IVD - Rome Area,"Roma, Lazio",True,3.5
Danieli Group,https://it.indeed.com/cmp/Danieli-Group-2,https://it.indeed.com/rc/clk?jk=6f312ee2558c87da&fccid=930dbc5e69ace386&vjs=3,Project Manager - Professional,"Buttrio, Friuli-Venezia Giulia",True,3.7
Innovative Management Services s.r.l.,,https://it.indeed.com/rc/clk?jk=0a10b422a1268be4&fccid=fae0331c286d91e8&vjs=3,Junior Project Construction Manager - Edilizia,"Roma, Lazio",,
Claranet Italia,https://it.indeed.com/cmp/Claranet-Italia,https://it.indeed.com/rc/clk?jk=a8310c4dc90735b2&fccid=e8b5f8481e2002bb&vjs=3,Agile Project Manager,,,4.0
Claranet Italia,https://it.indeed.com/cmp/Claranet-Italia,https://it.indeed.com/rc/clk?jk=a8310c4dc90735b2&fccid=e8b5f8481e2002bb&vjs=3,Agile Project Manager,,,4.0
Profili e Carriere,,https://it.indeed.com/rc/clk?jk=06c53f1b299a42f0&fccid=c189344629744938&vjs=3,FACILITY MANAGER ITALY,"Roma, Lazio",,
Bulgari S.P.A,https://it.indeed.com/cmp/Bulgari,https://it.indeed.com/rc/clk?jk=58c6688f9f2f4ab0&fccid=2fc08396f8948a3a&vjs=3,High Jewelry Group Product Marketing Manager,"Roma, Lazio",,4.0
Arancia-ICT,,https://it.indeed.com/rc/clk?jk=f4f324a13913c310&fccid=53b8f464c2176828&vjs=3,Project Manager,"Da remoto in Palermo, Sicilia",,
Adecco Italia,https://it.indeed.com/cmp/Adecco,https://it.indeed.com/rc/clk?jk=c3def9d867c96fee&fccid=fa101182bd51b2ce&vjs=3,PROJECT MANAGER settore Costruzioni/Sinistri,"Roma, Lazio",,3.8
KT - Kinetics Technology,,https://it.indeed.com/rc/clk?jk=7c7b3aa6732ba037&fccid=ad251f1f5280018d&vjs=3,COMMISSIONING & START UP MANAGER,"Roma, Lazio",,
JLL,https://it.indeed.com/cmp/Jll,https://it.indeed.com/rc/clk?jk=c6d30ed4caade252&fccid=9917de3c28f569f6&vjs=3,Tètris - Junior Construction Manager (Firenze),"Roma, Lazio",,3.7
Techyon,https://it.indeed.com/cmp/Techyon,https://it.indeed.com/rc/clk?jk=bf1d6af68bcdcaaa&fccid=066128dfeb4dabc4&vjs=3,IT MANAGER | RESPONSABILE IT | RESPONSABILE INFRASTRUTTURE,Da remoto in 00187 Roma,,4.6
Davines Italia spa,https://it.indeed.com/cmp/Davines,https://it.indeed.com/rc/clk?jk=6a9371bd7b9f88dd&fccid=79c7f151cf3a30e7&vjs=3,Junior Project Manager,"Provincia di Parma, Emilia-Romagna",,3.7
SPINDOX SPA,,https://it.indeed.com/rc/clk?jk=caf59c6181727b53&fccid=386295a14c2e66f2&vjs=3,European Funding Innovation Project Manager,"Da remoto in Roma, Lazio",,
Fendi,https://it.indeed.com/cmp/Fendi,https://it.indeed.com/rc/clk?jk=143542afd65dde4b&fccid=8755bb18f21009cf&vjs=3,Distribution Control Manager,"Roma, Lazio",,4.0
ALSTOM,https://it.indeed.com/cmp/Alstom,https://it.indeed.com/rc/clk?jk=394e2648bf9c0139&fccid=70bbeb2771f8c8e7&vjs=3,Project Quality Manager (Systems railway),"Roma, Lazio",,4.0
Heineken,https://it.indeed.com/cmp/Heineken,https://it.indeed.com/rc/clk?jk=ff21bf22802c0d34&fccid=9d3fc2c7bbc80ecb&vjs=3,Project Manager,24040 Comun Nuovo,,4.2
"Hill International, Inc",,https://it.indeed.com/rc/clk?jk=d77296af82e91a9d&fccid=984f425852681b31&vjs=3,Design Review Manager,"Roma, Lazio",,
Urbasolar,,https://it.indeed.com/rc/clk?jk=3829e7b9aecceab0&fccid=85e63c855465bc6e&vjs=3,Head of PV Origination and Development,"Roma, Lazio",True,
Altitudo,https://it.indeed.com/cmp/Altitudo,https://it.indeed.com/rc/clk?jk=36d185621fe9785c&fccid=8ca2c5351d903003&vjs=3,Digital Transformation Project Manager,"Da remoto in Roma, Lazio",,3.5
GSK,https://it.indeed.com/cmp/Glaxosmithkline,https://it.indeed.com/rc/clk?jk=75b6ed4d578b576d&fccid=4e42ec53f4b93e02&vjs=3,Director Pipeline Project Management,"Roma, Lazio",,4.2
E.On,https://it.indeed.com/cmp/E.on,https://it.indeed.com/rc/clk?jk=7144f6051ed4522f&fccid=cade3d70855267e6&vjs=3,Project Manager,"Milano, Lombardia",,3.6
ETS - Engineering Technical Services,,https://it.indeed.com/rc/clk?jk=2e3604a8958e146b&fccid=6da8795fa166b15b&vjs=3,Project Quality Engineer,"Roma, Lazio",,
Danieli Group,https://it.indeed.com/cmp/Danieli-Group-2,https://it.indeed.com/rc/clk?jk=536f98d1a1ce0f92&fccid=930dbc5e69ace386&vjs=3,Project Manager Construction,"Buttrio, Friuli-Venezia Giulia",True,3.7
Immobiliare.it,https://it.indeed.com/cmp/Immobiliare.it,https://it.indeed.com/rc/clk?jk=d7382c28646f6a7c&fccid=b8da1e64b814cf1f&vjs=3,Product Manager,"Roma, Lazio",,3.0
Reverse SpA,,https://it.indeed.com/rc/clk?jk=9ea87dc67264769f&fccid=330c32af78bf1afd&vjs=3,PROJECT MANAGER INNOVAZIONE- SETTORE BANKING (MONETICA),"Roma, Lazio",,
Xylem,https://it.indeed.com/cmp/Xylem,https://it.indeed.com/rc/clk?jk=a8cf8393b958f759&fccid=68ec8a8ee6cf5ac6&vjs=3,Proposals Manager,00040 Pomezia,,3.4
Projecta Monitoring,,https://it.indeed.com/rc/clk?jk=fcfa6503f0de31ba&fccid=672ee46eadcdb4ee&vjs=3,Project Planner - Scheduler,"Roma, Lazio",,
Danieli Group,https://it.indeed.com/cmp/Danieli-Group-2,https://it.indeed.com/rc/clk?jk=724894d5545d6aad&fccid=930dbc5e69ace386&vjs=3,Project Manager - Advanced Services,"Buttrio, Friuli-Venezia Giulia",True,3.7
CBM Italia Onlus,,https://it.indeed.com/rc/clk?jk=7efdd64c13778721&fccid=9c3ccf159d89fbd2&vjs=3,International Programs Manager,"Da remoto in Roma, Lazio",True,
Otovo,,https://it.indeed.com/rc/clk?jk=5c9cfcc61ca2337a&fccid=3eabdfaf6827f074&vjs=3,Project Manager,"Da remoto in Milano, Lombardia",True,
Deloitte,https://it.indeed.com/cmp/Deloitte,https://it.indeed.com/rc/clk?jk=10379dd0dc71d3f9&fccid=9e215d88a6b33622&vjs=3,Manager - Operation Excellence Public,"Roma, Lazio",,4.0
aruba.it,,https://it.indeed.com/rc/clk?jk=477accf11ad5241c&fccid=4dee3c7113de1c07&vjs=3,Project Manager Officer,,,
3D2B,,https://it.indeed.com/rc/clk?jk=6654550091fa1bcc&fccid=ef54fab3c07481de&vjs=3,Business Development Representative - English,00144 Roma,True,
Trelleborg Wheel Systems - Other Wheel Systems,,https://it.indeed.com/rc/clk?jk=3474fc0f858e5cfb&fccid=dd616958bd9ddc12&vjs=3,Planning Director,"Tivoli, Lazio",,
SAP,https://it.indeed.com/cmp/SAP,https://it.indeed.com/rc/clk?jk=0cafac34f3218d9f&fccid=156c7820d1988640&vjs=3,"Project Principal Consultant, Energy, FSI, Automotive & Discrete Manufacturing - Italy",Da remoto in 00144 Roma,,4.3
Siemens,https://it.indeed.com/cmp/Siemens,https://it.indeed.com/rc/clk?jk=f489cecb23e83616&fccid=ea6bb53f0b18b8f2&vjs=3,Commercial Project Manager,Da remoto in 20128 Milano,,4.0
Cubic Corporation,,https://it.indeed.com/rc/clk?jk=f13b92af65caf74d&fccid=21df030fae150acc&vjs=3,Senior Project Manager,"Civitavecchia, Lazio",,
Danieli Group,https://it.indeed.com/cmp/Danieli-Group-2,https://it.indeed.com/rc/clk?jk=7a07278e4e61c2ff&fccid=930dbc5e69ace386&vjs=3,Project Manager Automation,"Buttrio, Friuli-Venezia Giulia",True,3.7
Procter & Gamble,https://it.indeed.com/cmp/Procter-&-Gamble,https://it.indeed.com/rc/clk?jk=727acc16ae30e32a&fccid=2da0dedf6df97194&vjs=3,Internships in P&G - dedicated to Categorie Protette (M/F),"Roma, Lazio",,4.1
Ferrari Group,,https://it.indeed.com/rc/clk?jk=44245387071a4259&fccid=9805f553bbbe8fcd&vjs=3,CORPORATE LOGISTICS PROJECT MANAGER,"Provincia di Chieti, Abruzzo",True,
NTT Data,https://it.indeed.com/cmp/Ntt-Data,https://it.indeed.com/rc/clk?jk=c7647ea31406566c&fccid=91444a28cb181211&vjs=3,Project Manager ambito web,"Roma, Lazio",,3.4
Altran,,https://it.indeed.com/rc/clk?jk=824c233a92d7a0f7&fccid=4cedac39f7fd617d&vjs=3,TEST MANAGER - ROMA E MILANO,"Roma, Lazio",,
Tempi Moderni Spa,https://it.indeed.com/cmp/Tempi-Moderni-Spa,https://it.indeed.com/rc/clk?jk=2325b6d78c5e9068&fccid=347759b4fd857467&vjs=3,PROJECT MANAGER SEGRETERIA TECNICA - SETTORE EDILIZIA,"Roma, Lazio",,3.2
Radar Consulting,https://it.indeed.com/cmp/Radar-Consulting-Italia,https://it.indeed.com/rc/clk?jk=13bb6245eb122e70&fccid=b8683e1fd01e20b1&vjs=3,Project Training Specialist,"Da remoto in Roma, Lazio",,5.0
Evoluzione Personale,,https://it.indeed.com/rc/clk?jk=cdb8f721a2f0619d&fccid=f4f38ec262cf3a7b&vjs=3,Stagista Project Manager,"Roma, Lazio",True,
Atomtech Srl,,https://it.indeed.com/company/Atomtech-Srl/jobs/PM-Junior-049ec19ee6716d4a?fccid=9bc527d31a1642e9&vjs=3,PM Junior - esperienza 1 anno PM ambito IT,"Roma, Lazio",True,
Coesia,https://it.indeed.com/cmp/Coesia,https://it.indeed.com/rc/clk?jk=8f4af33e4201e86e&fccid=21f9ba231cded098&vjs=3,Project Manager,"Bologna, Emilia-Romagna",,3.6
Adecco Italia,https://it.indeed.com/cmp/Adecco,https://it.indeed.com/rc/clk?jk=b8b0c8da9885212a&fccid=fa101182bd51b2ce&vjs=3,PROJECT MANAGER settore Real Estate,"Roma, Lazio",,3.8
BayWa r.e.,,https://it.indeed.com/rc/clk?jk=78f0f2b6cf1ffcb3&fccid=2cfa74bd983626bf&vjs=3,Site Manager eolico e fotovoltaico,"Roma, Lazio",,
PS Lavoro srl,,https://it.indeed.com/rc/clk?jk=f62e073d28bf4bae&fccid=d502101ef9be5a4f&vjs=3,SERVICE MANAGER JUNIOR,"Roma, Lazio",,
Miroglio spa,https://it.indeed.com/cmp/Miroglio,https://it.indeed.com/rc/clk?jk=e4c6d7450e9f9656&fccid=72a3ef46061d8790&vjs=3,Buying Manager Raw Materials,"Da remoto in Alba, Piemonte",True,3.9
SISAL,https://it.indeed.com/cmp/Sisal-3,https://it.indeed.com/rc/clk?jk=836ccf01219477d5&fccid=7d17a56ecf53b3d0&vjs=3,IT Project Specialist,"Roma, Lazio",,3.7
Quojobis,,https://it.indeed.com/rc/clk?jk=1ec8fe835dfdb911&fccid=5b2a5bbe7228c3da&vjs=3,Project Manager progetti di outsourcing,"Roma, Lazio",,
EY,https://it.indeed.com/cmp/Ey,https://it.indeed.com/rc/clk?jk=f66fff953adc5b60&fccid=1544766d4c2915b0&vjs=3,Manager- Strategic Workforce Planning,00187 Roma,True,4.0
Magaldi Industrie S.r.l.,https://it.indeed.com/cmp/Magaldi-Industrie-S.r.l.,https://it.indeed.com/rc/clk?jk=03c8fbdaf8e90785&fccid=0b445e2c36746f33&vjs=3,Senior Project Manager,"Buccino, Campania",,4.3
Bureau Veritas,https://it.indeed.com/cmp/Bureau-Veritas,https://it.indeed.com/rc/clk?jk=cc838628de760679&fccid=fdd8787d3dc18c3e&vjs=3,PROJECT QUALITY ENGINEER,"Roma, Lazio",,3.7
Jacobs,https://it.indeed.com/cmp/Jacobs,https://it.indeed.com/rc/clk?jk=1f7555f65838c668&fccid=de56d7554bea5214&vjs=3,Project Manager,"Cologno Monzese, Lombardia",,3.9
ISA Digital Consulting,,https://it.indeed.com/rc/clk?jk=e9559667ca3525d2&fccid=949e7e1fa14fea64&vjs=3,Project Manager,"Roma, Lazio",,
Incas Spa,,https://it.indeed.com/rc/clk?jk=f8e92207b679e613&fccid=b2edc985b647874a&vjs=3,CS Project Manager,"Da remoto in Vigliano Biellese, Piemonte",True,
